"last_name, first_name","player_id","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Snead, Kirby",669912,"OAK","SIFT","Sinker",-6.8,-5,"75",38.9,"23","0.333","0.5","0.513",14.8,13,15,"0.411","0.687","0.52",33.3
"Springs, Jeffrey",605488,"TB","CH","Changeup",3.2,2,"72",34.1,"23","0.048","0.048","0.1",50,43.5,33.3,"0.161","0.198","0.205",36.4
"Kittredge, Andrew",552640,"TB","SL","Slider",2.7,2,"70",37.6,"23","0.174","0.174","0.157",28.2,39.1,25,"0.162","0.195","0.155",21.4
"García, Luis",472610,"SD","FS","Splitter",3.6,3,"82",8.1,"23","0.091","0.136","0.124",35.1,26.1,14,"0.173","0.192","0.184",6.3
"Bielak, Brandon",656232,"HOU","CUKC","Curveball",-0.8,-1,"155",11.2,"23","0.217","0.217","0.196",30.2,26.1,12,"0.238","0.298","0.235",52.9
"Kelley, Trevor",665001,"TB","ST","Sweeper",-0.9,-1,"111",40.8,"23","0.238","0.524","0.35",32,30.4,17.1,"0.206","0.381","0.288",42.9
"Gipson-Long, Sawyer",687830,"DET","SL","Slider",-2,-2,"107",31.8,"23","0.273","0.455","0.328",40.9,34.8,22.2,"0.195","0.353","0.255",28.6
"Gallen, Zac",668678,"AZ","SL","Slider",0.1,0,"111",3.4,"23","0.261","0.435","0.298",29.2,26.1,12.8,"0.311","0.522","0.352",58.8
"Thielbar, Caleb",573204,"MIN","ST","Sweeper",-0.3,0,"103",21.4,"23","0.182","0.455","0.28",21.3,21.7,13.9,"0.185","0.268","0.22",17.6
"Bubic, Kris",663460,"KC","FF","4-Seamer",-0.3,0,"112",42.4,"23","0.476","0.619","0.498",22.8,8.7,6.9,"0.349","0.517","0.404",36.8
"Funderburk, Kody",681892,"MIN","FF","4-Seamer",-1.4,-1,"93",48.4,"23","0.278","0.5","0.411",36.6,21.7,21.7,"0.222","0.419","0.364",38.5
"Greene, Hunter",668881,"CIN","CH","Changeup",-1.6,-2,"109",5.2,"23","0.304","0.478","0.337",24.2,26.1,33.3,"0.285","0.456","0.314",41.2
"Carlton, Drew",656290,"SD","SIFT","Sinker",-4.4,-3,"73",22.1,"22","0.381","0.619","0.471",9.8,4.5,7.7,"0.339","0.616","0.426",33.3
"Felipe, Angel",665734,"OAK","SL","Slider",2,2,"96",35.4,"22","0.053","0.105","0.152",57.6,59.1,31,"0.071","0.101","0.159",16.7
"Acton, Garrett",670183,"OAK","FF","4-Seamer",-3.6,-3,"85",68.5,"22","0.333","0.833","0.52",27,22.7,19.2,"0.253","0.601","0.419",30.8
"Ortega, Oliver",661383,"MIN","CUKC","Curveball",3.6,2,"58",24.3,"22","0.273","0.273","0.214",23.3,22.7,23.8,"0.148","0.196","0.147",29.4
"Phillips, Evan",623465,"LAD","SIFT","Sinker",-0.6,-1,"102",11.1,"22","0.316","0.737","0.473",17.8,9.1,20,"0.319","0.477","0.391",35.3
"Lawrence, Casey",596271,"STL","ST","Sweeper",0.6,0,"74",16.6,"22","0.158","0.526","0.302",23.5,27.3,23.1,"0.121","0.345","0.231",28.6
"Márquez, Germán",608566,"COL","SL","Slider",2.1,2,"75",24.8,"22","0.158","0.368","0.252",51.3,31.8,35,"0.184","0.364","0.264",53.8
"Soroka, Michael",647336,"ATL","CH","Changeup",-1.6,-2,"98",18.2,"22","0.2","0.6","0.359",31.7,18.2,10.8,"0.231","0.497","0.341",25
"Duarte, Daniel",650960,"CIN","FC","Cutter",2.1,2,"113",19.8,"22","0.056","0.222","0.218",35.7,27.3,24,"0.109","0.254","0.253",25
"Walter, Brandon",687888,"BOS","ST","Sweeper",2.6,2,"81",22.2,"22","0.182","0.273","0.236",18.8,27.3,24,"0.167","0.192","0.16",12.5
"Honeywell, Brent",641703,"CWS","SC","Screwball",-3.3,-2,"74",7.8,"22","0.211","0.368","0.309",14.7,40.9,14.5,"0.191","0.297","0.279",50
"Blach, Ty",621389,"COL","CUKC","Curveball",-0.3,0,"81",6.4,"22","0.211","0.211","0.259",25.7,18.2,9.8,"0.226","0.328","0.299",46.7
"Brewer, Colten",605155,"NYY","FC","Cutter",3.8,2,"53",51,"22","0.158","0.526","0.334",10.7,0,0,"0.244","0.426","0.344",36.8
"Alzolay, Adbert",640470,"CHC","FC","Cutter",1.3,1,"96",10,"22","0.238","0.381","0.325",14,9.1,10.5,"0.277","0.414","0.316",42.1
"Bradford, Cody",674003,"TEX","SL","Slider",-1.5,-2,"151",15.5,"22","0.333","0.762","0.507",15.5,9.1,5,"0.377","0.832","0.516",57.9
"Vespi, Nick",663989,"BAL","SL","Slider",-3.6,-2,"64",31.7,"22","0.364","0.636","0.425",27.3,27.3,27.3,"0.255","0.491","0.315",37.5
"Jameson, Drey",686753,"AZ","CH","Changeup",2.4,2,"89",13.2,"22","0.19","0.19","0.195",33.3,13.6,13,"0.184","0.24","0.207",38.9
"Pérez, Cionel",672335,"BAL","CUKC","Curveball",-1,-1,"58",6.6,"22","0.3","0.6","0.416",19.4,22.7,20.8,"0.298","0.549","0.377",56.3
"Estes, Joey",683155,"OAK","FF","4-Seamer",-0.8,-1,"77",46.7,"22","0.35","0.75","0.482",25,4.5,5.6,"0.33","0.786","0.484",57.9
"Underwood Jr., Duane",621249,"PIT","SIFT","Sinker",-2.8,-2,"87",25.8,"22","0.421","0.579","0.473",20.9,9.1,18.2,"0.315","0.429","0.373",35.3
"Reyes, Gerardo",622103,"LAA","SL","Slider",-1.1,-1,"70",32.4,"22","0.333","0.667","0.47",17.9,18.2,14.3,"0.264","0.556","0.41",28.6
"Fry, David",681807,"CLE","FA","N/A",-10.3,-6,"57",79.2,"22","0.429","0.905","0.566",3.3,0,0,"0.395","1.026","0.591",47.6
"Martínez, Adrián",661309,"OAK","SL","Slider",-1.7,-3,"164",17.4,"22","0.19","0.667","0.402",43.8,22.7,13.5,"0.202","0.448","0.29",18.8
"Teheran, Julio",527054,"MIL","FF","4-Seamer",-6.2,-6,"101",9.4,"22","0.368","1.105","0.582",26.5,31.8,15.9,"0.273","0.71","0.447",61.5
"Bumgarner, Madison",518516,"AZ","CUKC","Curveball",-5,-3,"69",19.7,"22","0.333","0.571","0.4",8.3,0,0,"0.3","0.491","0.352",38.1
"Anderson, Chase",502624,"COL","SIFT","Sinker",-3.8,-4,"105",7.3,"22","0.545","0.955","0.641",7.3,4.5,10,"0.393","0.742","0.482",33.3
"Short, Zack",670097,"DET","FA","N/A",-2,-1,"73",73,"22","0.333","0.381","0.334",5.1,4.5,5.9,"0.331","0.518","0.38",55
"Hall, DL",669084,"BAL","SL","Slider",0.5,1,"96",25.9,"22","0.3","0.35","0.325",31,9.1,5.4,"0.32","0.427","0.359",38.9
"Reid-Foley, Sean",656887,"NYM","FF","4-Seamer",2.9,3,"109",66.5,"22","0.063","0.063","0.2",46.2,63.6,30.4,"0.029","0.032","0.179",66.7
"Herrin, Tim",682120,"CLE","CUKC","Curveball",-1.1,-1,"61",12,"21","0.333","0.333","0.3",29.4,38.1,18.6,"0.197","0.225","0.187",15.4
"Wright, Kyle",657140,"ATL","FF","4-Seamer",-2.7,-2,"89",15.5,"21","0.3","0.5","0.36",23.8,38.1,33.3,"0.259","0.548","0.354",58.3
"Salazar, Eduardo",674285,"CIN","SL","Slider",0.8,1,"76",31.8,"21","0.267","0.333","0.288",31.6,9.5,9.1,"0.25","0.291","0.325",37.5
"Hill, Rich",448179,"SD","SIFT","Sinker",4.4,4,"102",4,"21","0.105","0.105","0.152",21.9,38.1,23.5,"0.144","0.179","0.195",36.4
"Ortega, Oliver",661383,"MIN","SL","Slider",-1.4,-1,"84",35.1,"21","0.167","0.389","0.264",45.5,38.1,27.6,"0.099","0.209","0.18",27.3
"Machado, Andrés",600921,"WSH","SL","Slider",0.2,0,"102",13.2,"21","0.3","0.55","0.376",19.1,9.5,7.7,"0.224","0.381","0.28",33.3
"Merryweather, Julian",657240,"CHC","CH","Changeup",0.8,1,"92",7.5,"21","0.15","0.15","0.162",52.6,61.9,29.5,"0.11","0.124","0.13",0
"Sandoval, Patrick",663776,"LAA","ST","Sweeper",1.1,1,"67",2.6,"21","0.2","0.5","0.31",30.6,33.3,22.6,"0.145","0.394","0.244",23.1
"Misiewicz, Anthony",664948,"NYY","FC","Cutter",-3.4,-3,"102",42.5,"21","0.5","0.875","0.579",27.3,9.5,5.9,"0.36","0.649","0.484",46.7
"Kelly, Zack",677161,"BOS","FF","4-Seamer",-0.1,0,"84",46.4,"21","0.286","0.429","0.438",14.7,9.5,10.5,"0.265","0.493","0.449",66.7
"Blanco, Ronel",669854,"HOU","CH","Changeup",0.8,1,"81",9,"21","0.263","0.316","0.298",37,38.1,21.1,"0.245","0.295","0.281",9.1
"Cox, Austin",680735,"KC","CUKC","Curveball",0.7,1,"88",15.2,"21","0.211","0.368","0.288",21.2,28.6,15.8,"0.231","0.289","0.271",38.5
"Garza, Justin",621057,"BOS","SL","Slider",-8.1,-5,"56",15.9,"21","0.45","0.75","0.521",18.5,19,19,"0.362","0.587","0.417",50
"Keller, Brad",641745,"KC","SIFT","Sinker",1.4,1,"90",10.3,"21","0.143","0.143","0.319",8,4.8,12.5,"0.205","0.269","0.373",46.2
"Barria, Jaime",642545,"LAA","SIFT","Sinker",-7,-4,"63",4.7,"21","0.389","0.889","0.555",11.8,4.8,12.5,"0.364","0.606","0.454",35.3
"Pop, Zach",647315,"TOR","SL","Slider",-1,-1,"78",39.2,"21","0.2","0.35","0.257",29.7,28.6,22.2,"0.215","0.422","0.289",42.9
"Estévez, Carlos",608032,"LAA","CH","Changeup",-8.6,-6,"70",6.2,"21","0.286","0.619","0.421",21.6,19,20,"0.223","0.41","0.269",47.1
"Criswell, Cooper",681867,"TB","CH","Changeup",-4.5,-3,"74",13.4,"21","0.381","0.619","0.429",19.4,14.3,11.5,"0.313","0.494","0.346",44.4
"Patton, Spencer",607359,"OAK","SL","Slider",-1.6,-1,"89",43.4,"21","0.35","0.5","0.386",21.1,4.8,4.2,"0.283","0.373","0.307",26.3
"Akin, Keegan",669211,"BAL","CH","Changeup",-7.5,-5,"67",14.8,"21","0.529","0.706","0.579",18.8,14.3,13,"0.331","0.457","0.377",53.3
"Smith, Chad",663385,"OAK","SL","Slider",-1.7,-2,"103",41.5,"21","0.278","0.444","0.367",33.3,28.6,17.1,"0.254","0.471","0.363",50
"Dubin, Shawn",681869,"HOU","FF","4-Seamer",-2,-2,"76",44.2,"21","0.375","0.688","0.476",21.6,9.5,9.5,"0.363","0.696","0.478",60
"Harrison, Kyle",690986,"SF","CH","Changeup",0.1,0,"65",11.1,"21","0.25","0.45","0.36",19,19,17.4,"0.281","0.458","0.335",37.5
"Boyle, Joe",671212,"OAK","SL","Slider",3,2,"76",31.7,"21","0.167","0.222","0.212",32.3,33.3,21.2,"0.125","0.145","0.184",25
"Ruiz, José",614179,"AZ","CH","Changeup",0.5,0,"107",13,"21","0.25","0.45","0.317",28.6,19,16.7,"0.254","0.426","0.31",18.8
"Lawrence, Casey",596271,"STL","CH","Changeup",-6.1,-4,"58",13,"21","0.381","0.667","0.445",28.1,19,28.6,"0.273","0.5","0.325",41.2
"Jansen, Kenley",445276,"BOS","SL","Slider",-0.6,0,"86",11.9,"21","0.25","0.45","0.317",37.5,19,10.3,"0.199","0.322","0.245",31.3
"Peralta, Sammy",671111,"CWS","ST","Sweeper",1.6,1,"84",22.2,"21","0.105","0.105","0.195",29.5,33.3,20.6,"0.151","0.172","0.195",0
"Kahnle, Tommy",592454,"NYY","FF","4-Seamer",-0.7,-1,"114",16.6,"21","0.176","0.235","0.279",35.1,38.1,30.8,"0.151","0.176","0.25",11.1
"Kopech, Michael",656629,"CWS","CUKC","Curveball",-0.4,0,"97",4,"21","0.158","0.474","0.3",19.4,19,15.4,"0.211","0.478","0.327",26.7
"Newcomb, Sean",656794,"OAK","CUKC","Curveball",-1.4,-1,"105",37.5,"21","0.176","0.235","0.279",22.2,33.3,16.3,"0.154","0.266","0.28",30
"Topa, Justin",623437,"SEA","CH","Changeup",-0.1,0,"71",6.8,"21","0.19","0.238","0.188",20.5,14.3,9.1,"0.2","0.28","0.203",16.7
"Brigham, Jeff",656257,"NYM","FC","Cutter",-3.3,-4,"127",18.7,"21","0.25","0.5","0.45",31.5,14.3,20,"0.234","0.402","0.373",23.1
"Stratton, Hunter",676702,"PIT","FF","4-Seamer",-2,-1,"66",37.9,"21","0.25","0.6","0.369",20.6,9.5,8,"0.337","0.637","0.425",50
"Stratton, Chris",608717,"TEX","CH","Changeup",0.9,1,"98",7.2,"21","0.158","0.263","0.229",36.7,38.1,20,"0.152","0.249","0.222",36.4
"Felipe, Angel",665734,"OAK","FF","4-Seamer",2.5,2,"74",27.3,"21","0.067","0.067","0.243",20,14.3,17.6,"0.145","0.174","0.3",25
"Wainwright, Adam",425794,"STL","CH","Changeup",-3.4,-3,"91",5.1,"21","0.389","0.611","0.467",10,0,0,"0.357","0.578","0.442",22.2
"Mushinski, Parker",656786,"HOU","FC","Cutter",-1.7,-1,"80",31.4,"21","0.316","0.842","0.498",20,14.3,15,"0.21","0.432","0.311",37.5
"Lange, Alex",656638,"DET","CH","Changeup",1.5,2,"117",10.2,"21","0.111","0.111","0.186",44.7,38.1,22.2,"0.115","0.135","0.196",20
"Stephenson, Robert",596112,"TB","FS","Splitter",2.3,2,"81",10.6,"20","0.1","0.15","0.108",42.2,35,26.9,"0.147","0.166","0.138",0
"Vásquez, Randy",681190,"NYY","CH","Changeup",2.8,2,"79",11.8,"20","0.1","0.3","0.163",17.1,20,11.4,"0.181","0.346","0.225",12.5
"Hill, Rich",448179,"SD","CH","Changeup",0.9,0,"56",2.2,"20","0.263","0.421","0.295",3.8,0,0,"0.313","0.554","0.371",45
"Cox, Austin",680735,"KC","CH","Changeup",0.3,0,"88",15.2,"20","0.176","0.176","0.25",19.4,10,9.1,"0.245","0.316","0.279",25
"Gray, Jon",592351,"TEX","CUKC","Curveball",-1.5,-2,"148",6.2,"20","0.263","0.737","0.425",27,10,12.5,"0.367","0.784","0.494",64.7
"Walker, Taijuan",592836,"PHI","ST","Sweeper",-1.3,-1,"79",2.8,"20","0.158","0.632","0.335",34.2,30,20,"0.19","0.558","0.327",38.5
"Castillo, Diego",650895,"SEA","SL","Slider",-0.1,0,"93",57.4,"20","0.2","0.4","0.365",26.5,20,12.9,"0.175","0.326","0.335",45.5
"Murfee, Penn",682171,"SEA","FF","4-Seamer",1,1,"77",34.5,"20","0.176","0.412","0.358",21.1,20,21.1,"0.269","0.438","0.36",23.1
"Rutledge, Jackson",671131,"WSH","CH","Changeup",-10.7,-5,"44",12.7,"20","0.5","0.85","0.578",6.7,0,0,"0.381","0.69","0.454",55
"Coleman, Dylan",669395,"KC","SL","Slider",0.7,1,"102",26.6,"20","0.313","0.5","0.385",27.5,5,16.7,"0.321","0.473","0.378",37.5
"Ortiz, Luis F.",656814,"PHI","ST","Sweeper",-0.2,0,"113",37.8,"20","0.294","0.529","0.403",29.6,30,15.8,"0.183","0.248","0.262",36.4
"Thielbar, Caleb",573204,"MIN","CUKC","Curveball",1.1,1,"99",20.6,"20","0.167","0.222","0.223",37.5,55,23.4,"0.169","0.214","0.219",42.9
"Pagán, Emilio",641941,"MIN","FS","Splitter",-2.4,-3,"131",12.3,"20","0.263","0.526","0.395",41.4,35,16.3,"0.231","0.508","0.327",41.7
"Hill, Garrett",682051,"DET","SIFT","Sinker",-0.2,0,"72",23.3,"20","0.2","0.4","0.365",21.2,20,23.5,"0.188","0.416","0.364",36.4
"Dunning, Dane",641540,"TEX","FF","4-Seamer",-3.7,-3,"87",3.2,"20","0.294","0.765","0.475",23.5,30,16.7,"0.107","0.25","0.231",63.6
"Silseth, Chase",681217,"LAA","FC","Cutter",3.3,3,"77",8.7,"20","0.167","0.167","0.205",26.8,15,21.4,"0.236","0.3","0.284",26.7
"De Los Santos, Yerry",660787,"PIT","CH","Changeup",1.6,1,"70",17.6,"20","0.211","0.211","0.26",27.3,25,23.8,"0.277","0.335","0.289",35.7
"Cronin, Declan",686539,"CWS","SIFT","Sinker",-2.5,-2,"84",43.5,"20","0.286","0.286","0.435",10.7,10,10,"0.264","0.287","0.381",25
"Mahle, Tyler",641816,"MIN","FS","Splitter",-1.7,-1,"83",19.7,"20","0.211","0.579","0.388",37.2,35,19.4,"0.275","0.605","0.384",41.7
"Kuhnel, Joel",669270,"HOU","FF","4-Seamer",-0.7,-1,"77",39.5,"20","0.313","0.438","0.4",25.6,5,5.3,"0.364","0.525","0.444",66.7
"Oviedo, Johan",670912,"PIT","CH","Changeup",-1.1,-1,"123",4.1,"20","0.25","0.3","0.288",35.7,5,10,"0.29","0.423","0.308",31.6
"Felipe, Angel",665734,"OAK","SIFT","Sinker",0.7,1,"81",29.9,"20","0.267","0.267","0.355",27.6,15,20,"0.256","0.292","0.355",33.3
"Kittredge, Andrew",552640,"TB","SIFT","Sinker",-3.2,-3,"90",48.4,"20","0.333","0.611","0.475",10.6,0,0,"0.424","0.637","0.481",50
"Pérez, Martín",527048,"TEX","FF","4-Seamer",4.3,4,"86",3.9,"20","0.167","0.222","0.188",14.6,10,11.1,"0.31","0.431","0.323",23.5
"Liberatore, Matthew",669461,"STL","CH","Changeup",-1,-1,"86",8.1,"20","0.278","0.389","0.33",12.5,0,0,"0.348","0.475","0.392",27.8
"Hunter, Tommy",488984,"NYM","CUKC","Curveball",-5.9,-3,"52",14.2,"20","0.375","0.688","0.465",11.5,5,3.7,"0.225","0.454","0.339",37.5
"Hill, Garrett",682051,"DET","FF","4-Seamer",-2.3,-2,"99",32,"20","0.231","0.615","0.47",22.6,20,22.2,"0.2","0.563","0.449",66.7
"Priester, Quinn",682990,"PIT","CH","Changeup",-2.2,-2,"90",10.4,"20","0.263","0.316","0.278",25,25,15.2,"0.24","0.307","0.263",35.7
"Kelly, Michael",547184,"CLE","FF","4-Seamer",-2.5,-2,"66",24.3,"20","0.278","0.333","0.313",24,30,18.8,"0.282","0.351","0.317",66.7
"Walter, Brandon",687888,"BOS","CH","Changeup",-12.6,-8,"60",16.4,"20","0.55","1.1","0.695",18.8,15,13.6,"0.463","0.914","0.58",47.1
"Weissert, Greg",669711,"NYY","ST","Sweeper",-3.6,-4,"96",27.7,"20","0.444","0.667","0.503",21.2,15,12,"0.375","0.686","0.475",33.3
"Suarez, José",660761,"LAA","ST","Sweeper",1.2,1,"59",9.5,"20","0.105","0.316","0.198",25,15,17.6,"0.175","0.377","0.257",18.8
"Leiter Jr., Mark",643410,"CHC","FF","4-Seamer",-3.6,-3,"85",8,"20","0.389","0.944","0.568",21.2,20,14.3,"0.361","0.81","0.511",42.9
"Festa, Matt",670036,"SEA","ST","Sweeper",4.6,4,"81",41.5,"20","0.053","0.053","0.08",40.6,40,27.6,"0.06","0.08","0.092",18.2
"Sanmartin, Reiver",665665,"CIN","SIFT","Sinker",0.5,0,"89",28.7,"20","0.286","0.357","0.373",5.7,5,6.7,"0.264","0.304","0.352",21.4
"Davidson, Tucker",656353,"KC","FS","Splitter",4.4,3,"63",7.4,"20","0.105","0.158","0.143",52.6,40,27.6,"0.099","0.125","0.127",0
"Cousins, Jake",664776,"MIL","SL","Slider",-1,-1,"110",54.5,"20","0.25","0.438","0.375",43.2,20,12.1,"0.305","0.597","0.446",33.3
"Mlodzinski, Carmen",669387,"PIT","FC","Cutter",2.7,2,"81",13.1,"20","0.278","0.389","0.33",23.3,15,17.6,"0.354","0.447","0.382",53.3
"Cruz, Steven",674444,"KC","SL","Slider",2.3,2,"66",27,"19","0.111","0.278","0.189",48.3,47.4,37.5,"0.104","0.239","0.174",55.6
"Spiers, Carson",686730,"CIN","FF","4-Seamer",0.1,0,"80",27.5,"19","0.188","0.438","0.329",30.8,21.1,11.4,"0.163","0.282","0.271",50
"Law, Derek",571882,"CIN","CUKC","Curveball",1.1,1,"100",10.4,"19","0.222","0.389","0.379",28.9,15.8,15.8,"0.255","0.466","0.328",33.3
"Williams, Gavin",668909,"CLE","CH","Changeup",-4.5,-3,"78",5.6,"19","0.353","0.588","0.434",21.2,21.1,13.8,"0.343","0.591","0.427",38.5
"Norris, Daniel",596057,"CLE","CH","Changeup",-4.3,-5,"110",42.6,"19","0.357","0.643","0.555",27.5,5.3,3.3,"0.389","0.704","0.535",42.9
"Morris, Cody",663752,"CLE","FC","Cutter",-3.6,-2,"59",35.8,"19","0.353","0.882","0.529",19.4,21.1,23.5,"0.373","0.717","0.485",61.5
"Mears, Nick",683232,"COL","SL","Slider",-2,-1,"65",18,"19","0.188","0.375","0.355",44.4,26.3,17.9,"0.188","0.229","0.262",45.5
"Márquez, Germán",608566,"COL","CUKC","Curveball",-2.1,-1,"53",17.5,"19","0.167","0.333","0.237",24,31.6,16.7,"0.258","0.465","0.33",58.3
"Paxton, James",572020,"BOS","CH","Changeup",0,0,"114",6.7,"19","0.316","0.421","0.321",46.7,21.1,20,"0.214","0.28","0.213",26.7
"Bummer, Aaron",607481,"CWS","FF","4-Seamer",-1.3,-1,"61",5.6,"19","0.214","0.286","0.345",31.6,47.4,28.1,"0.101","0.113","0.254",60
"Englert, Mason",669438,"DET","CUKC","Curveball",-1.8,-1,"64",6.7,"19","0.316","0.421","0.368",20,15.8,16.7,"0.302","0.387","0.297",37.5
"Olson, Reese",681857,"DET","CUKC","Curveball",0,0,"101",5.8,"19","0.167","0.222","0.208",31.1,42.1,20.5,"0.233","0.283","0.253",30
"Logue, Zach",656657,"DET","FF","4-Seamer",-2.2,-2,"69",39.9,"19","0.316","0.684","0.418",10,21.1,20,"0.235","0.5","0.309",46.7
"Gage, Matt",657424,"HOU","FF","4-Seamer",-0.7,0,"62",52.1,"19","0.375","0.625","0.471",32.1,26.3,25,"0.3","0.415","0.37",36.4
"Reyes, Gerardo",622103,"LAA","FF","4-Seamer",-0.1,0,"118",54.6,"19","0.267","0.333","0.318",29.5,26.3,12.2,"0.217","0.295","0.295",54.5
"Suero, Wander",593833,"LAD","FC","Cutter",0.8,1,"94",59.1,"19","0.125","0.313","0.263",20.5,26.3,20,"0.13","0.228","0.238",27.3
"Bradley, Archie",605151,"MIA","FF","4-Seamer",-5,-3,"67",45,"19","0.5","0.778","0.558",16.1,15.8,17.6,"0.47","0.8","0.55",60
"Young, Danny",664849,"ATL","SL","Slider",-0.2,0,"61",45.2,"19","0.2","0.267","0.308",46.2,36.8,31.8,"0.142","0.173","0.256",12.5
"Bush, Matt",456713,"MIL","CUKC","Curveball",-0.8,-1,"76",39.2,"19","0.167","0.5","0.295",40,21.1,16,"0.317","0.571","0.394",28.6
"Lauer, Eric",641778,"MIL","SL","Slider",-0.6,0,"74",8.8,"19","0.167","0.167","0.179",12.9,10.5,5.4,"0.244","0.375","0.285",50
"Cousins, Jake",664776,"MIL","SIFT","Sinker",-0.8,0,"59",29.2,"19","0.375","0.5","0.456",3.8,5.3,14.3,"0.29","0.346","0.346",33.3
"Keuchel, Dallas",572971,"MIN","SL","Slider",-0.1,0,"85",12.9,"19","0.222","0.278","0.245",44.1,31.6,16.7,"0.163","0.227","0.195",33.3
"Diekman, Jake",518617,"TB","SIFT","Sinker",-0.8,-1,"62",6.2,"19","0.313","0.5","0.405",13.8,21.1,22.2,"0.259","0.386","0.344",33.3
"Smith, Drew",622098,"NYM","CUKC","Curveball",-1.4,-1,"92",8.5,"19","0.389","0.667","0.463",33.3,15.8,33.3,"0.296","0.417","0.329",13.3
"Reyes, Denyi",660593,"NYM","SL","Slider",-1.8,-1,"82",22.5,"19","0.222","0.389","0.284",40,21.1,16,"0.251","0.393","0.301",28.6
"Quintana, José",500779,"NYM","SV","Slurve",-1.6,-1,"58",4.7,"19","0.211","0.368","0.245",20.7,21.1,14.3,"0.219","0.301","0.224",26.7
"Reyes, Denyi",660593,"NYM","CH","Changeup",-9,-5,"55",15.1,"19","0.556","0.667","0.547",32.4,21.1,18.2,"0.441","0.583","0.455",50
"Vásquez, Randy",681190,"NYY","ST","Sweeper",0.9,1,"85",12.7,"19","0.235","0.294","0.282",27,26.3,13.2,"0.283","0.353","0.319",25
"Vásquez, Randy",681190,"NYY","CUKC","Curveball",0.9,1,"70",10.5,"19","0.235","0.353","0.3",27.6,26.3,17.9,"0.22","0.261","0.262",25
"Kaprielian, James",621076,"OAK","CH","Changeup",-4.1,-3,"85",7.8,"19","0.368","0.737","0.466",18,10.5,11.8,"0.346","0.734","0.45",47.1
"Miller, Mason",695243,"OAK","FC","Cutter",-2.2,-2,"96",15.8,"19","0.375","0.375","0.395",20.8,10.5,7.7,"0.33","0.415","0.387",35.7
"Carlton, Drew",656290,"SD","SL","Slider",-3,-2,"62",18.8,"19","0.267","0.267","0.337",12,10.5,8.7,"0.322","0.475","0.421",23.1
"Underwood Jr., Duane",621249,"PIT","FC","Cutter",5.4,4,"82",24.3,"19","0","0","0.074",19.4,15.8,27.3,"0.147","0.208","0.228",42.9
"Bubic, Kris",663460,"KC","CH","Changeup",1.2,1,"65",24.6,"19","0.263","0.263","0.237",41.7,26.3,21.7,"0.221","0.257","0.209",35.7
"Moreta, Dauri",664294,"PIT","CH","Changeup",-0.3,0,"85",8.8,"19","0.278","0.556","0.368",20.5,26.3,25,"0.216","0.4","0.281",15.4
"Borucki, Ryan",621366,"PIT","CH","Changeup",1.5,1,"59",11.2,"19","0.158","0.158","0.142",29.7,15.8,12.5,"0.206","0.316","0.225",18.8
"Stratton, Hunter",676702,"PIT","FC","Cutter",3.9,3,"88",50.6,"19","0.188","0.375","0.308",32,31.6,31.6,"0.192","0.335","0.303",40
"Gonzales, Marco",594835,"SEA","FC","Cutter",-3.7,-3,"71",8.8,"19","0.389","0.667","0.463",17.6,5.3,6.3,"0.335","0.558","0.402",35.3
"Garrett, Amir",607237,"KC","FF","4-Seamer",0.6,1,"98",20.6,"19","0.25","0.333","0.392",13.5,26.3,21.7,"0.188","0.26","0.391",42.9
"Festa, Matt",670036,"SEA","FF","4-Seamer",-2.3,-2,"100",51.3,"19","0.3","0.8","0.568",37.8,21.1,17.4,"0.372","1.05","0.641",66.7
"Bazardo, Eduard",660825,"SEA","SIFT","Sinker",1.4,1,"58",21.5,"19","0.278","0.5","0.35",26.5,21.1,19,"0.245","0.423","0.305",64.3
"McArthur, James",663704,"KC","SL","Slider",3.5,3,"83",24.3,"19","0.263","0.368","0.274",30.2,10.5,18.2,"0.231","0.312","0.238",58.8
"Lawrence, Casey",596271,"STL","FF","4-Seamer",-1.1,-1,"69",15.4,"19","0.222","0.611","0.361",13.3,21.1,13.8,"0.227","0.52","0.333",42.9
"Rodríguez, Yerry",666720,"TEX","SL","Slider",-4.3,-4,"103",37.1,"19","0.444","0.833","0.558",38.2,21.1,13.3,"0.321","0.478","0.335",46.7
"Chapman, Aroldis",547973,"TEX","FS","Splitter",-1.2,-1,"72",7.1,"19","0.211","0.421","0.266",51.5,36.8,26.9,"0.151","0.241","0.168",25
"Nelson, Kyle",669459,"AZ","FC","Cutter",2.1,2,"76",8.7,"19","0.294","0.412","0.328",15.9,10.5,11.8,"0.205","0.368","0.269",56.3
"Pearson, Nate",663878,"TOR","CUKC","Curveball",-2,-2,"105",14.2,"19","0.188","0.313","0.289",35,42.1,20.5,"0.163","0.223","0.251",37.5
"Green, Chad",643338,"TOR","CUKC","Curveball",-1,-1,"84",43.1,"19","0.316","0.421","0.368",35,26.3,22.7,"0.258","0.359","0.266",42.9
"Gilbert, Tyler",656457,"AZ","FF","4-Seamer",-2.5,-2,"64",24.3,"18","0.333","0.6","0.447",25.9,27.8,21.7,"0.344","0.631","0.46",60
