"last_name, first_name","player_id","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Ward, Thaddeus",663658,"WSH","FC","Cutter",-0.9,-1,"136",20,"29","0.217","0.478","0.376",27.1,10.3,8.8,"0.289","0.54","0.424",25
"Montero, Rafael",606160,"HOU","SL","Slider",-3.9,-7,"176",14,"29","0.385","0.654","0.5",32.3,20.7,10.7,"0.303","0.381","0.338",40
"Grove, Michael",675627,"LAD","CUKC","Curveball",-1.2,-2,"195",17,"29","0.308","0.423","0.357",17.6,17.2,12.8,"0.228","0.339","0.291",33.3
"Sanmartin, Reiver",665665,"CIN","CH","Changeup",-1.2,-2,"130",41.9,"29","0.346","0.346","0.352",32.8,20.7,14,"0.252","0.287","0.286",30
"Vest, Will",676684,"DET","CH","Changeup",-2.7,-3,"96",12.3,"29","0.259","0.407","0.376",21.2,17.2,16.1,"0.283","0.353","0.306",36.4
"Navarro, Edgar",679346,"CWS","SIFT","Sinker",-1,-1,"93",62,"28","0.32","0.64","0.436",13,14.3,20,"0.286","0.505","0.374",66.7
"Winckowski, Josh",670174,"BOS","FF","4-Seamer",3.6,2,"67",4.8,"28","0.179","0.25","0.186",35,50,31.1,"0.175","0.332","0.214",57.1
"Castillo, Max",666721,"KC","CH","Changeup",1.5,1,"89",26,"28","0.125","0.167","0.184",10.9,7.1,6.1,"0.31","0.43","0.351",21.7
"Teheran, Julio",527054,"MIL","CUKC","Curveball",2,2,"124",11.5,"28","0.074","0.185","0.127",32.8,28.6,16.3,"0.151","0.206","0.173",31.6
"Kennedy, Brett",664028,"CIN","CH","Changeup",-0.8,-1,"87",28.1,"28","0.308","0.462","0.344",20.8,14.3,18.2,"0.283","0.433","0.32",30.4
"Hunter, Tommy",488984,"NYM","FC","Cutter",-4.1,-5,"115",31.3,"28","0.333","0.778","0.471",26.2,17.9,26.3,"0.316","0.78","0.468",36.4
"Carasiti, Matt",571539,"COL","FO","Forkball",-2,-2,"114",27.7,"28","0.296","0.333","0.295",33.3,25,14.3,"0.205","0.262","0.222",25
"Winckowski, Josh",670174,"BOS","CH","Changeup",0.9,1,"83",6,"28","0.154","0.269","0.218",7.7,17.9,13.5,"0.169","0.198","0.199",28.6
"Wicks, Jordan",696136,"CHC","SIFT","Sinker",3.1,4,"114",19.6,"28","0.174","0.174","0.211",16.3,10.7,21.4,"0.231","0.305","0.301",22.7
"Martinez, Seth",661527,"HOU","CH","Changeup",-0.2,0,"123",16.1,"28","0.25","0.375","0.332",37.7,25,13.2,"0.238","0.379","0.326",47.1
"Heasley, Jonathan",669169,"KC","FF","4-Seamer",-1.2,-1,"99",44.8,"28","0.231","0.462","0.321",20.8,17.9,20.8,"0.298","0.537","0.379",33.3
"Perdomo, Angel",622780,"PIT","SL","Slider",1.8,3,"153",31.3,"28","0.111","0.148","0.166",31.3,46.4,26.5,"0.101","0.143","0.128",21.4
"VerHagen, Drew",572403,"STL","FC","Cutter",-5,-7,"131",12.6,"28","0.478","0.87","0.591",31.7,7.1,8.3,"0.379","0.634","0.457",54.5
"Davidson, Tucker",656353,"KC","ST","Sweeper",0,0,"94",11.1,"28","0.25","0.333","0.304",31.9,32.1,25.7,"0.202","0.266","0.257",25
"Cronin, Declan",686539,"CWS","SL","Slider",-0.6,-1,"103",53.4,"28","0.231","0.615","0.373",19.6,21.4,19.4,"0.291","0.576","0.39",45
"Cano, Yennier",666974,"BAL","SL","Slider",-1.7,-2,"139",13.7,"28","0.286","0.393","0.296",37.7,21.4,12.5,"0.334","0.506","0.36",22.7
"Saalfrank, Andrew",685314,"AZ","SIFT","Sinker",3.5,3,"98",62.8,"28","0.16","0.16","0.236",27.6,0,0,"0.299","0.356","0.329",52
"Flexen, Chris",623167,"COL","SL","Slider",-2.2,-3,"119",6.8,"28","0.296","0.407","0.321",27.3,35.7,15.6,"0.22","0.341","0.258",35.3
"McGough, Scott",543518,"AZ","SL","Slider",-1.7,-2,"113",9.2,"28","0.308","0.615","0.411",44.1,25,25.9,"0.297","0.527","0.373",36.8
"Bazardo, Eduard",660825,"SEA","SL","Slider",-0.1,0,"122",45.2,"28","0.321","0.5","0.352",27.8,25,14.3,"0.239","0.339","0.248",23.8
"Cecconi, Slade",677944,"AZ","SL","Slider",0.9,1,"113",27,"28","0.2","0.32","0.273",36,39.3,23.9,"0.188","0.269","0.25",35.7
"Lovelady, Richard",663992,"OAK","FF","4-Seamer",1.4,2,"118",31.2,"28","0.125","0.25","0.268",26.4,39.3,23.9,"0.183","0.337","0.288",38.5
"Suarez, Robert",663158,"SD","CH","Changeup",3,5,"151",33.6,"28","0.08","0.2","0.154",37.5,17.9,10.2,"0.207","0.347","0.274",19
"Cessa, Luis",570666,"CIN","CH","Changeup",-3,-3,"103",22.2,"28","0.346","0.462","0.352",25.9,17.9,20.8,"0.357","0.468","0.376",40.9
"Scott, Tayler",605463,"OAK","SIFT","Sinker",-3,-3,"111",32.8,"28","0.5","0.917","0.613",12.2,7.1,20,"0.357","0.633","0.461",59.1
"Coulombe, Danny",543056,"BAL","CUKC","Curveball",2.6,2,"89",10.7,"28","0.111","0.148","0.134",31.3,50,18.7,"0.108","0.123","0.123",23.1
"Fried, Max",608331,"ATL","SL","Slider",-1,-1,"135",10.9,"28","0.208","0.542","0.364",22.6,14.3,14.8,"0.22","0.489","0.356",35
"Contreras, Roansy",672710,"PIT","CUKC","Curveball",-1.7,-2,"133",11.7,"28","0.222","0.593","0.348",44.7,32.1,26.5,"0.208","0.392","0.269",50
"Cimber, Adam",643256,"TOR","SIFT","Sinker",5.2,6,"110",29.6,"28","0.185","0.222","0.263",9.4,0,0,"0.266","0.35","0.284",51.9
"Vines, Darius",670241,"ATL","FF","4-Seamer",0.9,1,"102",33.1,"28","0.13","0.261","0.266",13.6,17.9,25,"0.183","0.34","0.301",47.4
"Verlander, Justin",434378,"HOU","CH","Changeup",-1.4,-2,"121",4.7,"28","0.214","0.286","0.218",28.6,25,13.5,"0.254","0.544","0.336",33.3
"Musgrove, Joe",605397,"SD","SIFT","Sinker",2.7,2,"83",5.4,"27","0.261","0.261","0.278",12.8,3.7,9.1,"0.267","0.318","0.299",34.8
"Ort, Kaleb",672391,"BOS","SL","Slider",-6.8,-6,"90",23.3,"27","0.423","0.808","0.594",32.5,29.6,29.6,"0.333","0.592","0.405",33.3
"Crochet, Garrett",676979,"CWS","SL","Slider",-2.9,-3,"86",29.5,"27","0.261","0.348","0.363",25,22.2,15,"0.248","0.304","0.308",35.3
"Chavez, Jesse",445926,"ATL","CH","Changeup",3.7,3,"79",13.6,"27","0.12","0.12","0.219",25,18.5,20,"0.207","0.246","0.234",25
"Houser, Adrian",605288,"MIL","CUKC","Curveball",-0.6,-1,"158",8.5,"27","0.269","0.538","0.354",12.7,14.8,9.5,"0.289","0.468","0.339",40.9
"Shaw, Bryan",543766,"CWS","SIFT","Sinker",0.7,1,"97",12.5,"27","0.192","0.192","0.167",14.3,14.8,16.7,"0.24","0.41","0.27",47.8
"Hoeing, Bryan",663773,"MIA","FF","4-Seamer",-0.8,-1,"111",9.9,"27","0.304","0.565","0.391",10.6,7.4,5.4,"0.318","0.576","0.407",54.5
"Weaver, Luke",596133,"NYY","ST","Sweeper",-4.6,-4,"91",4,"27","0.346","0.654","0.431",22.5,11.1,12,"0.325","0.453","0.352",41.7
"De Jong, Chase",608328,"PIT","SL","Slider",-2.6,-2,"79",35.1,"27","0.333","0.708","0.439",20.9,7.4,8.7,"0.297","0.539","0.366",30.4
"Brash, Matt",666374,"SEA","CUKC","Curveball",-1.5,-2,"113",8.7,"27","0.32","0.4","0.319",28.3,29.6,19,"0.305","0.359","0.32",27.8
"Alexander, Scott",518397,"SF","SL","Slider",0.2,0,"111",16,"27","0.192","0.308","0.215",39.6,40.7,26.2,"0.214","0.315","0.226",25
"Holmes, Clay",605280,"NYY","ST","Sweeper",3.3,3,"98",9.6,"27","0.077","0.077","0.093",44.2,70.4,40.4,"0.056","0.067","0.078",0
"Adcock, Ty",686654,"SEA","FF","4-Seamer",2.8,3,"91",44,"27","0.148","0.259","0.172",19.1,29.6,22.9,"0.229","0.378","0.259",42.1
"Alexander, Tyler",641302,"DET","SIFT","Sinker",1.1,1,"76",11.2,"27","0.2","0.28","0.278",3,25.9,25,"0.244","0.284","0.268",50
"Jackson, Andre",656578,"PIT","SL","Slider",1,2,"170",17,"27","0.148","0.296","0.187",20.6,14.8,12.5,"0.307","0.575","0.371",56.5
"Vásquez, Randy",681190,"NYY","FC","Cutter",-1.2,-1,"111",16.6,"27","0.3","0.65","0.476",22.9,14.8,23.5,"0.378","0.785","0.542",68.8
"Foley, Jason",671345,"DET","CH","Changeup",-2.5,-4,"139",13.3,"27","0.308","0.423","0.331",29.1,22.2,12,"0.245","0.31","0.264",30
"Kauffmann, Karl",666154,"COL","SL","Slider",-3.8,-4,"97",16.7,"27","0.292","0.458","0.313",17.3,14.8,11.4,"0.287","0.56","0.388",45.5
"Kelly, Joe",523260,"LAD","CH","Changeup",0.8,1,"76",10.7,"27","0.16","0.32","0.239",27,29.6,21.1,"0.147","0.212","0.198",35.3
"Lugo, Seth",607625,"SD","ST","Sweeper",1.2,1,"91",3.8,"27","0.13","0.217","0.23",27.5,29.6,19.5,"0.146","0.285","0.259",40
"Garrett, Reed",657585,"NYM","SL","Slider",-1,-1,"93",26.8,"27","0.32","0.52","0.359",30.2,11.1,17.6,"0.222","0.393","0.289",34.8
"García, Yimi",554340,"TOR","SL","Slider",1,1,"115",10.5,"27","0.25","0.333","0.304",37.3,29.6,32,"0.231","0.336","0.295",37.5
"Gipson-Long, Sawyer",687830,"DET","FF","4-Seamer",3.5,3,"80",23.8,"27","0.174","0.304","0.278",18.9,22.2,23.1,"0.178","0.306","0.278",23.5
"Beck, Tristan",663941,"SF","CUKC","Curveball",-1.7,-2,"103",7.9,"27","0.385","0.577","0.424",26.2,18.5,17.9,"0.265","0.399","0.302",38.1
"Graterol, Brusdar",660813,"LAD","FF","4-Seamer",0.7,1,"95",10.2,"27","0.2","0.24","0.231",18.5,11.1,8.1,"0.298","0.34","0.311",45.5
"Miley, Wade",489119,"MIL","SIFT","Sinker",-1.4,-1,"86",4.6,"27","0.333","0.375","0.357",12.5,25.9,20.6,"0.337","0.386","0.36",17.6
"Suter, Brent",608718,"COL","SL","Slider",-2.3,-3,"122",10.8,"27","0.143","0.286","0.296",17.9,11.1,8.1,"0.176","0.33","0.322",27.8
"Turnbull, Spencer",605513,"DET","SIFT","Sinker",0.5,1,"106",19.1,"26","0.318","0.409","0.377",11.8,7.7,9.5,"0.266","0.421","0.357",40
"Cisnero, José",542585,"DET","FC","Cutter",0.6,1,"136",13.8,"26","0.28","0.4","0.285",27.8,34.6,29,"0.208","0.291","0.218",35.3
"Javier, Cristian",664299,"HOU","CH","Changeup",-2.8,-3,"119",4.1,"26","0.28","0.36","0.296",39.2,30.8,22.2,"0.244","0.356","0.273",29.4
"Kinley, Tyler",641755,"COL","FF","4-Seamer",-5.9,-6,"101",33.9,"26","0.5","0.875","0.594",6.3,7.7,10,"0.361","0.716","0.472",45.5
"Hernandez, Jose",669796,"PIT","CH","Changeup",-1.6,-1,"94",10.9,"26","0.346","0.731","0.45",21.7,11.5,12.5,"0.335","0.582","0.393",52.2
"Maeda, Kenta",628317,"MIN","SIFT","Sinker",0.1,0,"109",6.4,"26","0.385","0.538","0.402",12.8,0,0,"0.404","0.648","0.449",42.3
"Ramírez, Erasmo",541640,"TB","CUKC","Curveball",2.9,2,"74",7.7,"26","0.16","0.2","0.179",34.2,38.5,22.2,"0.143","0.258","0.192",26.7
"Luetge, Lucas",476595,"ATL","ST","Sweeper",1.4,1,"101",35.3,"26","0.174","0.304","0.262",21.2,7.7,6.3,"0.22","0.295","0.278",14.3
"Adon, Joan",672851,"WSH","SL","Slider",-1.7,-2,"104",11.3,"26","0.318","0.455","0.392",28.6,15.4,10.3,"0.318","0.495","0.401",38.9
"Syndergaard, Noah",592789,"CLE","SL","Slider",-2.9,-3,"95",6.7,"26","0.24","0.72","0.404",8.3,3.8,5.6,"0.359","0.822","0.502",66.7
"Almonte, Yency",622075,"LAD","FF","4-Seamer",0.3,0,"129",16.1,"26","0.3","0.45","0.412",15.9,11.5,12.5,"0.296","0.495","0.421",35.3
"Lopez, Jacob",682052,"TB","SIFT","Sinker",-0.8,-1,"108",56,"26","0.32","0.48","0.392",17.6,7.7,8.3,"0.35","0.439","0.357",34.8
"Rogers, Trevor",669432,"MIA","CH","Changeup",-2.1,-2,"84",25.5,"26","0.32","0.48","0.394",37.8,23.1,19.4,"0.228","0.42","0.292",31.6
"Cimber, Adam",643256,"TOR","SL","Slider",-6.2,-7,"108",29,"26","0.318","0.727","0.468",15.4,11.5,10.3,"0.289","0.5","0.379",35
"Eflin, Zach",621107,"TB","CH","Changeup",-0.5,-1,"131",5.1,"26","0.192","0.308","0.25",28.3,15.4,11.8,"0.188","0.306","0.214",13.6
"Ottavino, Adam",493603,"NYM","FC","Cutter",-1.5,-2,"154",15,"26","0.318","0.727","0.468",36.1,23.1,19.4,"0.292","0.609","0.417",35.3
"Falter, Bailey",663559,"PIT","SIFT","Sinker",-1.3,-1,"99",7.6,"26","0.318","0.545","0.419",15.2,11.5,14.3,"0.315","0.569","0.426",47.4
"Miley, Wade",489119,"MIL","SL","Slider",1.7,2,"90",4.8,"26","0.2","0.32","0.242",35.7,30.8,26.7,"0.167","0.252","0.202",11.8
"Feltner, Ryan",663372,"COL","CH","Changeup",2.9,3,"113",14.6,"26","0.083","0.083","0.123",42.9,30.8,18.6,"0.161","0.185","0.193",25
"Hill, Garrett",682051,"DET","SL","Slider",-1.7,-1,"82",26.5,"26","0.273","0.5","0.392",15.6,19.2,29.4,"0.222","0.346","0.292",38.9
"Rodríguez, Joely",570257,"BOS","CH","Changeup",-0.2,0,"93",43.3,"26","0.261","0.522","0.371",38.5,42.3,30.6,"0.204","0.389","0.302",66.7
"Walter, Brandon",687888,"BOS","SIFT","Sinker",-2.9,-3,"94",25.8,"26","0.474","0.526","0.513",15.4,7.7,9.1,"0.326","0.485","0.444",23.5
"Peralta, Wandy",593974,"NYY","SL","Slider",-3.2,-4,"115",13.1,"26","0.238","0.667","0.442",35.7,34.6,19.1,"0.244","0.526","0.369",46.2
"Bass, Anthony",542914,"TOR","SIFT","Sinker",-2.7,-3,"95",29.3,"26","0.333","0.714","0.488",15.6,11.5,15,"0.405","0.727","0.523",66.7
"Swanson, Erik",657024,"TOR","SL","Slider",-1.7,-3,"189",17.8,"26","0.423","0.615","0.45",41.2,7.7,18.2,"0.34","0.624","0.405",54.2
"Wells, Tyler",669330,"BAL","CUKC","Curveball",0.1,0,"148",7.8,"26","0.217","0.348","0.242",18.4,15.4,20,"0.24","0.367","0.289",25
"Lawrence, Casey",596271,"STL","SL","Slider",-1.9,-2,"91",20.4,"25","0.364","0.727","0.488",25,8,8.7,"0.313","0.637","0.436",35
"Weissert, Greg",669711,"NYY","FF","4-Seamer",0.7,1,"86",24.8,"25","0.2","0.44","0.268",41.2,60,34.1,"0.093","0.221","0.131",40
"Urquidy, José",664353,"HOU","CUKC","Curveball",-0.4,0,"126",11.5,"25","0.174","0.261","0.228",27.1,28,15.6,"0.195","0.297","0.249",31.3
"Kremer, Dean",665152,"BAL","ST","Sweeper",-3.1,-3,"96",3.3,"25","0.25","0.417","0.302",24.4,20,13.2,"0.227","0.41","0.288",15.8
"Zimmermann, Bruce",669145,"BAL","SL","Slider",4.7,4,"85",39.5,"25","0.2","0.36","0.238",48.9,40,37,"0.163","0.261","0.183",40
"Bumgarner, Madison",518516,"AZ","FF","4-Seamer",0,0,"116",33.1,"25","0.133","0.4","0.382",23.7,20,14.7,"0.263","0.654","0.483",45.5
"DeSclafani, Anthony",543101,"SF","CUKC","Curveball",-0.9,-1,"79",5.1,"25","0.16","0.28","0.188",27.8,40,15.2,"0.197","0.285","0.209",40
"Graveman, Kendall",608665,"HOU","CH","Changeup",1.3,1,"101",9.1,"25","0.227","0.227","0.3",15,8,20,"0.267","0.322","0.309",35
"Cessa, Luis",570666,"CIN","SIFT","Sinker",-9.4,-7,"77",16.6,"25","0.522","0.957","0.668",13.6,0,0,"0.473","0.779","0.548",47.8
"Miller, Shelby",571946,"LAD","SL","Slider",-0.3,0,"107",16.1,"25","0.208","0.417","0.28",19.1,24,23.1,"0.163","0.345","0.232",38.9
"May, Trevor",543507,"OAK","ST","Sweeper",1.4,1,"73",9.4,"25","0.16","0.2","0.158",27.8,44,21.2,"0.173","0.238","0.178",7.1
"Vines, Darius",670241,"ATL","CH","Changeup",-0.4,0,"76",24.7,"25","0.24","0.52","0.354",31.8,20,16.1,"0.219","0.447","0.282",15
"White, Mitch",669952,"TOR","FF","4-Seamer",-5,-5,"95",37.5,"25","0.444","0.722","0.528",27.8,20,18.5,"0.32","0.534","0.435",35.7
"White, Mitch",669952,"TOR","SL","Slider",-0.9,-1,"105",41.5,"25","0.304","0.609","0.38",21.3,12,10.7,"0.245","0.497","0.344",52.4
"Garrett, Reed",657585,"NYM","FF","4-Seamer",-0.4,0,"111",32,"25","0.286","0.476","0.386",17,20,11.1,"0.295","0.644","0.443",50
"Vines, Darius",670241,"ATL","FC","Cutter",0.8,1,"103",33.4,"25","0.25","0.55","0.378",29.2,12,20,"0.273","0.52","0.381",27.8
"Taillon, Jameson",592791,"CHC","CH","Changeup",-1.1,-1,"78",3.1,"25","0.28","0.44","0.31",10.6,4,12.5,"0.258","0.416","0.288",29.2
"García, Yimi",554340,"TOR","CH","Changeup",-1.3,-1,"80",7.3,"25","0.292","0.5","0.352",35.6,24,27.3,"0.277","0.449","0.328",27.8
"Milone, Tommy",543548,"SEA","CH","Changeup",1.6,1,"71",43.6,"25","0.25","0.25","0.32",22.2,8,7.1,"0.323","0.426","0.4",22.2
"Cisnero, José",542585,"DET","CH","Changeup",-3.4,-3,"99",10,"25","0.24","0.52","0.318",34.7,32,20,"0.26","0.486","0.316",35.3
"Faucher, Calvin",676534,"TB","SIFT","Sinker",-2.6,-4,"148",28.8,"25","0.364","0.864","0.532",18.2,8,4.7,"0.412","0.856","0.555",60
"Baker, Bryan",641329,"BAL","CH","Changeup",0,0,"113",14.4,"25","0.12","0.16","0.122",28.6,52,18.3,"0.075","0.119","0.083",25
"Taylor, Josh",657031,"KC","FF","4-Seamer",-1.9,-2,"126",37,"25","0.381","0.524","0.414",24.1,20,18.5,"0.257","0.363","0.31",58.8
"Then, Juan",672730,"SEA","SIFT","Sinker",1,1,"77",46.1,"25","0.333","0.458","0.36",17.1,4,14.3,"0.296","0.452","0.336",52.2
"Keller, Mitch",656605,"PIT","CH","Changeup",-2.5,-2,"90",2.9,"25","0.36","0.6","0.41",21.1,8,12.5,"0.356","0.526","0.382",43.5
"Mlodzinski, Carmen",669387,"PIT","CH","Changeup",0.6,1,"91",14.7,"25","0.19","0.238","0.278",23.1,20,17.9,"0.199","0.243","0.256",23.5
"Winans, Allan",642216,"ATL","FF","4-Seamer",-0.9,-1,"120",22.5,"25","0.25","0.583","0.36",13.3,32,22.2,"0.261","0.536","0.349",62.5
"Jarvis, Bryce",686826,"AZ","SL","Slider",1.8,2,"115",31.1,"25","0.087","0.217","0.172",32.6,20,11.6,"0.252","0.476","0.342",27.8
"Jacques, Joe",682175,"BOS","SL","Slider",-3.2,-5,"152",34.9,"25","0.368","0.684","0.498",34.8,20,11.9,"0.257","0.412","0.372",46.7
"Lambert, Jimmy",669424,"CWS","CUKC","Curveball",1.8,2,"107",15.8,"25","0.182","0.182","0.228",38.2,44,35.5,"0.223","0.26","0.271",27.3
"Rea, Colin",607067,"MIL","FS","Splitter",-4.9,-5,"112",5.6,"25","0.44","0.84","0.542",18.4,16,10.8,"0.367","0.616","0.42",61.9
"Erceg, Lucas",668674,"OAK","SL","Slider",0,0,"163",15.5,"25","0.304","0.478","0.364",30.2,40,18.9,"0.203","0.339","0.267",61.5
"Ohtani, Shohei",660271,"LAA","SIFT","Sinker",0.7,1,"125",6,"25","0.273","0.409","0.358",20.5,16,40,"0.218","0.362","0.307",16.7
"Bush, Matt",456713,"MIL","FF","4-Seamer",-2.5,-3,"101",52.1,"25","0.333","0.762","0.494",26.1,24,22.2,"0.352","0.704","0.486",53.3
"Hartwig, Grant",701643,"NYM","FC","Cutter",0.4,0,"100",16,"24","0.261","0.391","0.335",18.8,12.5,16.7,"0.276","0.39","0.301",45
"Márquez, Germán",608566,"COL","FF","4-Seamer",-0.6,-1,"103",34.1,"24","0.348","0.696","0.45",10.9,12.5,11.5,"0.349","0.691","0.448",70
"Sands, Cole",663485,"MIN","FS","Splitter",0.5,1,"99",24,"24","0.227","0.455","0.321",26.1,20.8,11.1,"0.279","0.572","0.388",35.3
"Underwood Jr., Duane",621249,"PIT","CUKC","Curveball",-6.8,-5,"69",20.5,"24","0.391","0.609","0.442",12.1,8.3,8.3,"0.431","0.62","0.461",28.6
"Sandoval, Patrick",663776,"LAA","CUKC","Curveball",-0.1,0,"236",9,"24","0.286","0.286","0.374",23.7,16.7,30.8,"0.22","0.293","0.265",33.3
"Marinaccio, Ron",676760,"NYY","ST","Sweeper",-1.4,-1,"100",11.2,"24","0.19","0.429","0.313",22.5,16.7,16,"0.211","0.369","0.303",35.3
"Stone, Gavin",694813,"LAD","SIFT","Sinker",1,1,"78",14.3,"24","0.19","0.238","0.252",17.1,12.5,23.1,"0.231","0.276","0.28",11.1
"Assad, Javier",665871,"CHC","CUKC","Curveball",-2.5,-2,"91",5.3,"24","0.273","0.545","0.373",29.4,25,18.8,"0.278","0.459","0.345",31.3
"Stone, Gavin",694813,"LAD","FC","Cutter",-3,-3,"92",16.8,"24","0.409","0.909","0.563",23.3,16.7,19,"0.324","0.607","0.418",50
"Gibaut, Ian",664139,"CIN","CH","Changeup",-5,-5,"98",8.1,"24","0.524","0.762","0.583",20,16.7,11.4,"0.32","0.474","0.385",33.3
"Vespi, Nick",663989,"BAL","FF","4-Seamer",1.3,1,"98",48.5,"24","0.261","0.522","0.344",10.4,0,0,"0.273","0.362","0.295",39.1
"Kennedy, Ian",453178,"TEX","FS","Splitter",0.5,1,"106",33.8,"24","0.1","0.1","0.192",52.3,45.8,21.6,"0.112","0.138","0.206",11.1
"Littell, Zack",641793,"TB","ST","Sweeper",-0.5,-1,"100",7.5,"24","0.25","0.417","0.285",30,33.3,16.7,"0.205","0.381","0.248",37.5
"Pepiot, Ryan",686752,"LAD","SL","Slider",1.2,1,"96",14.7,"24","0.174","0.348","0.24",32.6,25,17.6,"0.249","0.419","0.304",17.6
"Suarez, José",660761,"LAA","SL","Slider",-7.2,-7,"92",14.9,"24","0.591","1.091","0.713",28.3,8.3,8.3,"0.325","0.761","0.462",57.1
"Senga, Kodai",673540,"NYM","ST","Sweeper",-2.8,-4,"160",5.7,"24","0.333","0.952","0.585",26.5,4.2,5.6,"0.337","0.817","0.508",55
"Reyes, Denyi",660593,"NYM","FF","4-Seamer",1.1,1,"113",31,"24","0.143","0.286","0.246",21.2,29.2,16.3,"0.19","0.34","0.284",28.6
"Cobb, Alex",502171,"SF","SL","Slider",-0.3,0,"128",5.1,"24","0.333","0.542","0.375",30.6,20.8,9.8,"0.269","0.473","0.316",31.6
"Muckenhirn, Zach",669105,"NYM","FF","4-Seamer",-3,-2,"62",65.3,"24","0.45","0.6","0.469",21.2,8.3,14.3,"0.345","0.517","0.412",52.6
"Snead, Kirby",669912,"OAK","SL","Slider",1.9,1,"75",38.9,"24","0.25","0.333","0.254",32.6,20.8,18.5,"0.24","0.397","0.273",26.3
"Pérez, Francisco",660906,"OAK","FF","4-Seamer",-0.7,-1,"86",27.9,"24","0.238","0.333","0.304",20.8,20.8,16.1,"0.267","0.366","0.328",25
"Pérez, Eury",691587,"MIA","CH","Changeup",0.7,1,"150",9.8,"24","0.045","0.045","0.096",46.2,25,15.8,"0.105","0.141","0.159",12.5
"Sweet, Devin",682967,"OAK","FF","4-Seamer",-2.9,-2,"83",50,"24","0.222","0.389","0.371",20,16.7,21.1,"0.222","0.375","0.366",35.7
"Patiño, Luis",672715,"CWS","FF","4-Seamer",1.3,1,"104",27.2,"24","0.286","0.571","0.404",10.3,25,22.2,"0.22","0.49","0.346",26.7
"Springs, Jeffrey",605488,"TB","FF","4-Seamer",2.3,2,"86",40.8,"24","0.143","0.286","0.246",17.6,50,40,"0.16","0.278","0.252",33.3
"Lively, Ben",594902,"CIN","CUKC","Curveball",-3.2,-3,"99",7.2,"24","0.261","0.87","0.467",11.9,16.7,15.4,"0.31","0.778","0.463",57.9
"Smith, Drew",622098,"NYM","CH","Changeup",-3.5,-3,"101",9.3,"24","0.364","0.5","0.44",29.4,20.8,10.6,"0.265","0.348","0.301",29.4
"Grove, Michael",675627,"LAD","FC","Cutter",2.1,2,"92",8,"24","0.261","0.565","0.36",27.8,16.7,23.5,"0.296","0.619","0.397",68.4
"Banda, Anthony",607455,"WSH","FF","4-Seamer",-1.7,-2,"97",60.6,"24","0.316","0.474","0.417",20.8,20.8,12.5,"0.285","0.508","0.411",42.9
"Bassitt, Chris",605135,"TOR","SL","Slider",-1.5,-2,"147",4.7,"24","0.227","0.636","0.421",19.1,4.2,5.6,"0.296","0.644","0.421",38.1
"Harvey, Hunter",640451,"WSH","SL","Slider",1.4,2,"134",13.9,"24","0.087","0.087","0.104",24.6,29.2,15.6,"0.139","0.165","0.157",31.3
"Rucinski, Drew",607968,"OAK","FF","4-Seamer",-2.6,-3,"101",28.9,"24","0.294","0.471","0.475",15.2,0,0,"0.235","0.319","0.373",23.5
"Maile, Luke",571912,"CIN","FA","N/A",-8.9,-7,"77",96.3,"24","0.478","1.087","0.625",14.3,0,0,"0.46","0.95","0.571",45.8
"Rodriguez, Grayson",680570,"BAL","FC","Cutter",-3.7,-4,"121",5.8,"23","0.316","0.842","0.554",14.9,4.3,5.6,"0.338","0.692","0.479",61.1
"Bachman, Sam",696147,"LAA","SIFT","Sinker",-4,-5,"121",38.3,"23","0.412","0.529","0.526",15.9,8.7,11.1,"0.268","0.311","0.372",46.7
"Rasmussen, Drew",656876,"TB","SIFT","Sinker",1,1,"82",12.2,"23","0.273","0.364","0.296",17.1,13,16.7,"0.24","0.294","0.252",15.8
"Tepera, Ryan",572193,"STL","SL","Slider",-2.3,-2,"85",37,"23","0.333","0.476","0.383",37.5,30.4,19.4,"0.276","0.387","0.323",35.7
"Kelly, Joe",523260,"LAD","CUKC","Curveball",-2.8,-4,"126",17.7,"23","0.15","0.3","0.365",39.2,43.5,25.6,"0.145","0.273","0.276",60
"Hernández, Carlos",672578,"KC","CUKC","Curveball",-3,-3,"116",9.3,"23","0.182","0.455","0.283",41.5,30.4,25.9,"0.236","0.467","0.315",33.3
"Gillaspie, Logan",670810,"BAL","FF","4-Seamer",-3.1,-3,"84",44,"23","0.389","1","0.598",18,13,10.3,"0.38","0.708","0.513",73.3
"De Los Santos, Enyel",660853,"CLE","CH","Changeup",-2.4,-2,"95",9.1,"23","0.25","0.45","0.389",28.6,8.7,6.3,"0.362","0.567","0.437",22.2
"Cleavinger, Garrett",664076,"TB","SL","Slider",0.5,0,"99",46.9,"23","0.136","0.273","0.235",30.8,39.1,22.5,"0.181","0.402","0.264",30.8
"Familia, Jeurys",544727,"OAK","SIFT","Sinker",-2,-2,"86",33.6,"23","0.353","0.588","0.47",22.6,4.3,11.1,"0.331","0.584","0.461",58.8
"Bido, Osvaldo",674370,"PIT","CH","Changeup",0.2,0,"93",9.9,"23","0.136","0.273","0.235",34.1,34.8,32,"0.267","0.435","0.317",21.4
